Objects
100
,,Global Angle qbii_test:qbii_test,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
264,0,0.003229,0.000404,0.000057,-57.844883,132.595581,30.481045
265,0,0.003240,0.000269,-0.000013,-57.837971,132.594574,30.479996
266,0,0.003217,0.000134,-0.000058,-57.834290,132.595001,30.471579
267,0,0.003235,0.000093,-0.000076,-57.832012,132.596954,30.468042
268,0,0.003221,0.000086,-0.000085,-57.829632,132.596680,30.469423
269,0,0.003209,0.000027,-0.000109,-57.828903,132.596695,30.464714
270,0,0.003224,-0.000006,-0.000114,-57.829239,132.595535,30.463654
271,0,0.003214,0.000346,0.000052,-57.847317,132.598862,30.477671
272,0,0.003213,0.000239,-0.000003,-57.839119,132.597137,30.474310
273,0,0.003252,0.000160,-0.000050,-57.835743,132.596375,30.470203
274,0,0.003240,0.000128,-0.000071,-57.833534,132.596970,30.468624
275,0,0.003231,0.000536,0.000110,-57.848297,132.600113,30.483959
276,0,0.003222,0.000348,0.000031,-57.840149,132.598343,30.478689
277,0,0.003249,0.000222,-0.000029,-57.834553,132.597946,30.472794
278,0,0.003248,0.000180,-0.000061,-57.831432,132.598083,30.469370
279,0,0.003252,0.000109,-0.000079,-57.830467,132.594803,30.466595
280,0,0.003285,0.000054,-0.000092,-57.828686,132.595444,30.463032
281,0,0.003271,0.000461,0.000071,-57.845963,132.598618,30.481060
282,0,0.003256,0.000309,-0.000000,-57.839344,132.595322,30.478653
283,0,0.003233,0.000619,0.000118,-57.852451,132.603302,30.488136
284,0,0.003216,0.000373,0.000031,-57.842594,132.599899,30.478497
285,0,0.003207,0.000608,0.000140,-57.855984,132.601883,30.484070
286,0,0.003170,0.000397,0.000039,-57.844833,132.600433,30.477291
287,0,0.003188,0.000651,0.000150,-57.856174,132.603638,30.487387
288,0,0.003196,0.000445,0.000058,-57.844910,132.600464,30.481544
289,0,0.003181,0.000233,0.000003,-57.838955,132.596786,30.470411
290,0,0.003170,0.000151,-0.000039,-57.832916,132.595825,30.468821
291,0,0.003198,0.000453,0.000116,-57.849781,132.600311,30.477089
292,0,0.003211,0.000289,0.000038,-57.841530,132.597809,30.472784
293,0,0.003209,0.000213,-0.000033,-57.836792,132.597672,30.472506
294,0,0.003236,0.000118,-0.000073,-57.832573,132.599030,30.467115
295,0,0.003201,0.000093,-0.000084,-57.830112,132.598694,30.466928
296,0,0.003196,0.000099,-0.000104,-57.828449,132.599670,30.466782
297,0,0.003215,0.000094,-0.000121,-57.828007,132.597351,30.471249
298,0,0.003208,0.000095,-0.000138,-57.828747,132.600418,30.469006
299,0,0.003216,0.000054,-0.000131,-57.830402,132.599380,30.466906
300,0,0.003213,0.000037,-0.000108,-57.830486,132.598801,30.462732
301,0,0.003209,0.000377,0.000037,-57.843414,132.603592,30.472960
302,0,0.003196,0.000237,-0.000037,-57.836288,132.600479,30.470257
303,0,0.003202,0.000170,-0.000057,-57.833279,132.596893,30.472431
304,0,0.003221,0.000107,-0.000093,-57.831589,132.596786,30.469305
305,0,0.003242,0.000090,-0.000085,-57.830677,132.595871,30.471006
306,0,0.003219,0.000388,0.000072,-57.847836,132.600357,30.480032
307,0,0.003227,0.000250,0.000002,-57.839920,132.600266,30.473583
308,0,0.003239,0.000184,-0.000057,-57.835579,132.599457,30.472580
309,0,0.003224,0.000140,-0.000072,-57.833382,132.600327,30.470018
310,0,0.003203,0.000141,-0.000091,-57.832603,132.601181,30.470116
311,0,0.003223,0.000114,-0.000102,-57.829983,132.600403,30.469948
312,0,0.003227,0.000055,-0.000116,-57.829750,132.600632,30.466490
313,0,0.003203,0.000359,0.000037,-57.844646,132.603195,30.475962
314,0,0.003180,0.000226,-0.000027,-57.837627,132.601242,30.473083
315,0,0.003197,0.000467,0.000068,-57.848850,132.606155,30.479736
316,0,0.003172,0.000316,0.000010,-57.840900,132.602341,30.475067
317,0,0.003187,0.000246,-0.000063,-57.834454,132.601669,30.475019
318,0,0.003197,0.000489,0.000068,-57.847980,132.607178,30.480053
319,0,0.003187,0.000655,0.000136,-57.855396,132.611267,30.486126
320,0,0.003181,0.000436,0.000043,-57.846294,132.605957,30.479191
321,0,0.003190,0.000278,-0.000003,-57.839260,132.602127,30.475100
322,0,0.003220,0.000165,-0.000033,-57.835129,132.600311,30.468044
323,0,0.003220,0.000136,-0.000051,-57.832886,132.598557,30.466871
324,0,0.003236,0.000129,-0.000065,-57.830231,132.595673,30.469282
325,0,0.003214,0.000062,-0.000066,-57.829220,132.596008,30.465431
326,0,0.003205,0.000103,-0.000097,-57.828045,132.598404,30.467562
327,0,0.003230,0.000032,-0.000094,-57.826344,132.596817,30.463194
328,0,0.003218,0.000022,-0.000085,-57.826488,132.595535,30.460432
329,0,0.003210,0.000374,0.000032,-57.840096,132.601105,30.475182
330,0,0.003229,0.000217,-0.000011,-57.833176,132.599777,30.471571
331,0,0.003222,0.000541,0.000128,-57.845863,132.602676,30.483526
332,0,0.003241,0.000644,0.000219,-57.856926,132.602417,30.482018
333,0,0.003243,0.000424,0.000094,-57.843666,132.600494,30.475330
334,0,0.003222,0.000606,0.000143,-57.854034,132.602875,30.479158
335,0,0.003232,0.000352,0.000047,-57.843121,132.599579,30.471298
336,0,0.003222,0.000155,-0.000036,-57.836342,132.597839,30.464664
337,0,0.003194,0.000116,-0.000064,-57.832592,132.595901,30.464060
338,0,0.003179,0.000375,0.000054,-57.843246,132.598999,30.470243
339,0,0.003185,0.000549,0.000140,-57.852722,132.599670,30.475080
340,0,0.003193,0.000304,0.000050,-57.841373,132.596939,30.467104
341,0,0.003185,0.000489,0.000130,-57.853279,132.599838,30.473539
342,0,0.003179,0.000621,0.000168,-57.857143,132.602890,30.479136
343,0,0.003203,0.000394,0.000057,-57.846657,132.600922,30.470411
344,0,0.003208,0.000252,-0.000010,-57.838627,132.599243,30.468534
345,0,0.003215,0.000176,-0.000047,-57.834152,132.598480,30.466492
346,0,0.003176,0.000098,-0.000053,-57.831627,132.596619,30.464092
347,0,0.003193,0.000032,-0.000077,-57.831379,132.597229,30.459536
348,0,0.003163,0.000296,0.000066,-57.849972,132.600891,30.467470
349,0,0.003180,0.000229,-0.000004,-57.841717,132.598160,30.469671
350,0,0.003229,0.000158,-0.000048,-57.836838,132.596313,30.470678
351,0,0.003226,0.000082,-0.000080,-57.833931,132.596802,30.465797
352,0,0.003263,0.000050,-0.000101,-57.832230,132.597168,30.463013
353,0,0.003263,0.000357,0.000069,-57.850407,132.602783,30.472841
354,0,0.003258,0.000485,0.000157,-57.855217,132.606247,30.475683
355,0,0.003316,0.000238,0.000029,-57.844280,132.605377,30.469063
356,0,0.003359,0.000127,-0.000052,-57.835728,132.606903,30.467415
357,0,0.003341,0.000037,-0.000075,-57.830608,132.605652,30.463480
358,0,0.003361,0.000003,-0.000098,-57.826790,132.605118,30.463442
359,0,0.003330,-0.000008,-0.000098,-57.826145,132.603851,30.459982
360,0,0.003327,-0.000004,-0.000092,-57.825665,132.600677,30.460695
361,0,0.003325,0.000168,0.000101,-57.841545,132.604568,30.467642
362,0,0.003382,-0.000103,0.000195,-57.836819,132.607239,30.480663
363,0,0.003788,0.000136,-0.000157,-57.812424,132.625549,30.519449
364,0,0.003492,0.000331,-0.000269,-57.805725,132.616562,30.517509
365,0,0.003279,0.000777,-0.000153,-57.821159,132.614792,30.528147
366,0,0.003165,0.000714,-0.000263,-57.811768,132.609863,30.524387
367,0,0.003096,0.001018,-0.000166,-57.824532,132.610764,30.534122
368,0,0.003027,0.000866,-0.000287,-57.813709,132.607941,30.526449
369,0,0.003001,0.000738,-0.000350,-57.806679,132.605560,30.518919
370,0,0.003024,0.000715,-0.000402,-57.801113,132.604889,30.521015
371,0,0.003009,0.000716,-0.000433,-57.799164,132.605194,30.522747
372,0,0.003005,0.000669,-0.000441,-57.795994,132.605652,30.522486
373,0,0.003005,0.000604,-0.000454,-57.796295,132.606064,30.517956
374,0,0.003019,0.000590,-0.000455,-57.795979,132.606155,30.515854
375,0,0.003011,0.000596,-0.000458,-57.792961,132.605774,30.515686
376,0,0.003038,0.000537,-0.000461,-57.790638,132.606033,30.512552
377,0,0.003015,0.000549,-0.000456,-57.790550,132.605881,30.513830
378,0,0.003018,0.000858,-0.000277,-57.812038,132.609787,30.524807
379,0,0.003012,0.000760,-0.000351,-57.805477,132.609879,30.523232
380,0,0.002960,0.000030,-0.000223,-57.776524,132.619736,30.502337
381,0,0.002979,-0.000437,-0.000186,-57.766567,132.624786,30.486288
382,0,0.003014,-0.000064,-0.000303,-57.776661,132.619217,30.497051
