Objects
100
,,Global Angle QBii:QBii,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
806,0,0.011779,0.006690,-0.020760,-984.315247,669.694885,174.264847
807,0,0.010165,0.007922,-0.020939,-984.114197,675.102539,174.271088
808,0,0.007097,0.006726,-0.021105,-984.091125,680.642090,174.371826
809,0,0.009668,0.005791,-0.021395,-984.040161,685.612061,174.311142
810,0,0.010294,0.008245,-0.021640,-983.687256,690.785706,174.032318
811,0,0.008685,0.007265,-0.021012,-983.643250,696.214966,174.399643
812,0,0.010505,0.008106,-0.020574,-983.484924,701.276062,174.199188
813,0,0.010240,0.009168,-0.020370,-983.217468,706.474548,174.170410
814,0,0.008671,0.008782,-0.019945,-983.069336,711.810669,174.453415
815,0,0.011073,0.009672,-0.018787,-982.805298,716.693481,174.311249
816,0,0.009888,0.008499,-0.018475,-982.696350,721.896912,174.431503
817,0,0.007616,0.009290,-0.016732,-982.435059,727.355957,174.524597
818,0,0.010408,0.009259,-0.015648,-982.270386,732.173462,174.401077
819,0,0.010957,0.008635,-0.014844,-982.146790,737.271606,174.381973
820,0,0.010640,0.007651,-0.013950,-982.095459,742.416138,174.153580
821,0,0.012209,0.008183,-0.013107,-981.943970,747.378845,174.294418
822,0,0.012150,0.008106,-0.012482,-981.828186,752.441040,174.150085
823,0,0.011542,0.007348,-0.011769,-981.749390,757.588196,174.327164
824,0,0.009972,0.009425,-0.011230,-981.523682,762.807007,174.579620
825,0,0.010861,0.009518,-0.010745,-981.352661,767.823303,174.422958
826,0,0.009993,0.008782,-0.010459,-981.298889,772.999695,174.473358
827,0,0.010249,0.009362,-0.009999,-981.174255,778.172668,174.566193
828,0,0.010807,0.008684,-0.010017,-981.177979,783.251892,174.636765
829,0,0.009147,0.009482,-0.009972,-981.010925,788.686462,174.649780
830,0,0.009828,0.008019,-0.009632,-981.141418,793.868042,174.624847
831,0,0.012824,0.007143,-0.009592,-981.263672,798.781250,174.484573
832,0,0.010621,0.008334,-0.009710,-981.126465,804.208740,174.662628
833,0,0.009775,0.006864,-0.009236,-981.249390,809.546997,174.670990
834,0,0.010429,0.008660,-0.009620,-981.158936,814.671936,174.792358
835,0,0.010205,0.008656,-0.009628,-981.138611,819.853943,174.640152
836,0,0.009432,0.007103,-0.009911,-981.298645,825.115417,174.881943
837,0,0.010300,0.008972,-0.009911,-981.142334,830.292908,174.743042
838,0,0.011326,0.007431,-0.010906,-981.238220,835.424011,174.723297
839,0,0.009488,0.008011,-0.011340,-981.266968,840.775757,174.864105
840,0,0.011726,0.007884,-0.011791,-981.407959,845.708740,174.730316
841,0,0.012697,0.007105,-0.012719,-981.551147,850.673767,174.733688
842,0,0.008760,0.007925,-0.013223,-981.464539,856.143372,174.845245
843,0,0.009625,0.006742,-0.014254,-981.669373,861.265869,174.868500
844,0,0.010936,0.007459,-0.014924,-981.670105,866.160156,174.984909
845,0,0.008272,0.006875,-0.015148,-981.706116,871.460571,174.961365
846,0,0.006733,0.006915,-0.015584,-981.778748,876.756165,175.186813
847,0,0.008488,0.008203,-0.016215,-981.732788,881.697083,175.047455
848,0,0.006699,0.007329,-0.016961,-981.760803,887.021973,175.132645
849,0,0.006125,0.006516,-0.017145,-981.826965,892.304016,175.190063
850,0,0.009212,0.006868,-0.016523,-981.755920,897.170166,174.848801
851,0,0.009156,0.008205,-0.017067,-981.616577,902.440002,174.813675
852,0,0.007693,0.007519,-0.017146,-981.717957,907.861389,175.048233
853,0,0.008800,0.007077,-0.017048,-981.750793,912.944580,174.986176
854,0,0.004566,0.008020,-0.016675,-981.586426,918.599182,175.346268
855,0,0.002078,0.008712,-0.016506,-981.487976,924.129150,175.260056
856,0,0.003894,0.006889,-0.016082,-981.551208,929.187500,175.370682
857,0,0.003124,0.007633,-0.015547,-981.375610,934.496216,175.369675
858,0,-0.000805,0.006671,-0.015791,-981.369202,940.146362,175.431763
859,0,-0.000096,0.005442,-0.015827,-981.429626,945.435730,175.441635
860,0,0.001937,0.007358,-0.015845,-981.219360,950.513428,175.057663
861,0,-0.000536,0.006884,-0.015524,-981.102478,956.047058,175.311707
862,0,-0.001615,0.007238,-0.015398,-981.015991,961.435730,175.309967
863,0,-0.000152,0.007874,-0.015267,-980.852966,966.469727,175.197647
864,0,-0.003528,0.007552,-0.014934,-980.741150,972.069763,175.476227
865,0,-0.004632,0.008957,-0.014107,-980.542175,977.376282,175.457062
866,0,-0.001812,0.007675,-0.013545,-980.483215,982.260498,175.361771
867,0,-0.004733,0.006869,-0.013178,-980.445923,987.678589,175.440079
868,0,-0.007199,0.007437,-0.012396,-980.385193,993.201843,175.505936
869,0,-0.004756,0.007457,-0.012184,-980.295227,998.209717,175.362320
870,0,-0.004275,0.006292,-0.012133,-980.254761,1003.302795,175.056580
871,0,-0.005054,0.005998,-0.011501,-980.224182,1008.581543,175.122681
872,0,-0.005952,0.006881,-0.011219,-980.114868,1013.851868,175.080902
873,0,-0.004844,0.003991,-0.011255,-980.154480,1018.908997,174.887726
874,0,-0.008003,0.007495,-0.010997,-979.803894,1024.398926,175.321762
875,0,-0.009620,0.009321,-0.010600,-979.500183,1029.756226,175.310822
876,0,-0.007862,0.007147,-0.011018,-979.573486,1034.805054,175.066498
877,0,-0.008421,0.006224,-0.010959,-979.602356,1040.052246,174.948395
878,0,-0.009684,0.007345,-0.010690,-979.499878,1045.388184,175.111450
879,0,-0.005965,0.006468,-0.011191,-979.402527,1050.846802,174.897797
880,0,-0.006859,0.006685,-0.011877,-979.334106,1056.186279,174.763672
881,0,-0.005686,0.005446,-0.012315,-979.465027,1061.389282,174.690567
882,0,-0.006141,0.006637,-0.012640,-979.346191,1066.691650,174.688675
883,0,-0.007280,0.005908,-0.012893,-979.356140,1072.121460,174.575851
884,0,-0.007443,0.006103,-0.012883,-979.329712,1077.459229,174.677719
885,0,-0.007208,0.006646,-0.013064,-979.196716,1082.678589,174.481445
886,0,-0.006979,0.005239,-0.013897,-979.248169,1087.924438,174.394867
887,0,-0.007170,0.006582,-0.014421,-979.124023,1093.238281,174.337402
888,0,-0.004910,0.006658,-0.015218,-979.127869,1098.259033,174.112564
889,0,-0.006841,0.005946,-0.015993,-979.116699,1103.716309,174.165588
890,0,-0.006784,0.006804,-0.016586,-979.129395,1109.023682,174.108093
891,0,-0.004096,0.005913,-0.016938,-979.164856,1113.850464,174.002075
892,0,-0.004908,0.007277,-0.017531,-978.997192,1119.153442,173.951904
893,0,-0.008953,0.006134,-0.017673,-978.731384,1125.439697,174.742310
894,0,-0.005902,0.007119,-0.017794,-978.656433,1130.305054,174.666428
895,0,-0.005455,0.006787,-0.018888,-978.695312,1135.305542,174.493927
896,0,-0.006869,0.006114,-0.018889,-978.734497,1140.595093,174.515656
897,0,-0.005193,0.007445,-0.019296,-978.657410,1145.604004,174.396011
898,0,-0.004015,0.006998,-0.019902,-978.595825,1150.479004,174.207672
899,0,-0.005785,0.006442,-0.020951,-978.603882,1155.832275,174.287521
900,0,-0.002739,0.006262,-0.020926,-978.534119,1160.600098,174.034836
901,0,0.000927,0.009157,-0.021527,-978.270203,1165.301392,173.639420
902,0,-0.002009,0.008718,-0.021172,-978.121460,1170.686279,173.744095
903,0,-0.000647,0.008189,-0.020872,-978.039978,1175.728149,173.725845
904,0,-0.000606,0.008715,-0.020441,-977.827881,1180.809814,173.854538
905,0,-0.003098,0.009430,-0.019889,-977.574951,1186.213501,173.656799
906,0,-0.001814,0.008796,-0.019465,-977.447021,1191.275757,173.764862
907,0,0.001107,0.009392,-0.018941,-977.271729,1196.167358,173.518036
908,0,-0.001091,0.009856,-0.018883,-977.124390,1201.576538,173.501358
909,0,-0.001188,0.008097,-0.017991,-977.111389,1206.776245,173.489471
910,0,0.002322,0.010351,-0.017490,-976.883240,1211.666260,173.115524
911,0,0.001246,0.010624,-0.016670,-976.662109,1216.910034,173.163818
912,0,0.000792,0.011342,-0.016200,-976.503052,1222.209229,173.176086
913,0,0.002939,0.011896,-0.015518,-976.338135,1227.107910,172.999054
914,0,0.001810,0.012196,-0.015194,-976.112793,1232.379883,173.090515
915,0,0.000221,0.013006,-0.014418,-975.948364,1237.713989,173.089798
916,0,0.003040,0.011357,-0.013159,-975.903015,1242.492065,173.070084
917,0,0.002275,0.011776,-0.012612,-975.699646,1247.623657,173.089340
918,0,-0.000252,0.010998,-0.011182,-975.624084,1253.017212,173.153961
919,0,0.000528,0.011183,-0.009964,-975.582947,1258.089600,173.102051
920,0,0.002736,0.010571,-0.009679,-975.440552,1262.899414,172.836380
921,0,0.003754,0.010172,-0.009829,-975.397705,1268.006592,172.796936
922,0,0.002314,0.011644,-0.008879,-975.154907,1273.217163,172.861130
923,0,0.005693,0.009752,-0.009308,-975.215393,1277.984131,172.594986
924,0,0.004288,0.011803,-0.008556,-974.841858,1283.063843,172.964874
925,0,0.003017,0.014344,-0.007082,-974.421448,1288.230591,172.955292
926,0,0.004691,0.013676,-0.006962,-974.427734,1293.066162,172.839478
927,0,0.005993,0.011457,-0.006501,-974.357849,1297.956909,172.600540
928,0,0.004250,0.013748,-0.006433,-974.175720,1303.213867,172.837738
929,0,0.005326,0.012655,-0.006177,-974.160461,1308.175903,172.803818
930,0,0.006042,0.013448,-0.006522,-974.029663,1313.192139,172.667511
931,0,0.005970,0.010923,-0.006609,-974.257935,1318.314453,172.626297
932,0,0.006837,0.012116,-0.007059,-974.259094,1323.410889,172.696686
933,0,0.007624,0.011140,-0.007607,-974.329041,1328.446045,172.582794
934,0,0.007489,0.011377,-0.008376,-974.386841,1333.554443,172.723236
935,0,0.006443,0.012448,-0.008267,-974.264893,1338.752075,172.678207
936,0,0.008239,0.011127,-0.009171,-974.417480,1343.741455,172.589874
937,0,0.008096,0.011289,-0.010284,-974.445068,1348.850220,172.594528
938,0,0.009093,0.011792,-0.010444,-974.408752,1353.919067,172.496307
939,0,0.009451,0.010103,-0.011274,-974.632263,1358.962769,172.547501
940,0,0.007594,0.011388,-0.012336,-974.495911,1364.197388,172.608643
941,0,0.008906,0.010229,-0.012679,-974.666565,1369.182129,172.579285
942,0,0.011435,0.011476,-0.013306,-974.658508,1374.002441,172.509674
943,0,0.009130,0.010367,-0.013921,-974.696655,1379.222168,172.521118
944,0,0.010061,0.011444,-0.013639,-974.670044,1384.309937,172.519989
945,0,0.010603,0.011909,-0.013660,-974.680542,1389.208862,172.495041
946,0,0.011004,0.010732,-0.014247,-974.693726,1394.244507,172.479904
947,0,0.009702,0.011889,-0.014084,-974.542664,1399.372070,172.655594
948,0,0.011138,0.012387,-0.014235,-974.499512,1404.295532,172.521973
949,0,0.010288,0.010879,-0.014690,-974.577881,1409.416992,172.737030
950,0,0.009079,0.011026,-0.015143,-974.574463,1414.642578,172.765305
951,0,0.012381,0.011806,-0.015170,-974.528137,1419.386475,172.464066
952,0,0.013863,0.012634,-0.015020,-974.353699,1424.404663,172.409485
953,0,0.010320,0.012743,-0.015167,-974.289368,1429.860474,172.498825
954,0,0.010057,0.011670,-0.014678,-974.330200,1434.992432,172.774765
955,0,0.010835,0.013991,-0.013777,-974.042786,1440.100952,172.795425
956,0,0.008804,0.012925,-0.013419,-974.007507,1445.442627,172.824799
957,0,0.008565,0.011774,-0.012646,-974.018555,1450.639893,172.968811
958,0,0.010035,0.013117,-0.012416,-973.812622,1455.688965,172.934601
959,0,0.009197,0.010652,-0.012774,-973.840393,1460.900513,172.961334
960,0,0.008196,0.010348,-0.012719,-973.846375,1466.197266,173.023773
961,0,0.011573,0.011377,-0.012854,-973.741333,1471.009277,172.730438
962,0,0.010355,0.012009,-0.012694,-973.626465,1476.205078,172.928574
963,0,0.008583,0.012533,-0.012249,-973.496521,1481.502441,173.026077
964,0,0.011117,0.012432,-0.011655,-973.462280,1486.354126,172.961853
965,0,0.010933,0.013535,-0.011213,-973.225891,1491.406128,172.973999
966,0,0.009387,0.013530,-0.010528,-973.138916,1496.621948,173.050812
967,0,0.011346,0.012051,-0.009572,-973.181274,1501.457520,173.112961
968,0,0.011460,0.013453,-0.008744,-972.933411,1506.411255,173.053284
969,0,0.008915,0.012321,-0.007810,-972.921143,1511.691284,173.205536
970,0,0.010018,0.011386,-0.007185,-972.988159,1516.703125,173.201889
971,0,0.011212,0.011253,-0.006787,-972.957214,1521.517456,172.996826
972,0,0.011380,0.010735,-0.007038,-972.933167,1526.645996,173.095428
973,0,0.009737,0.011699,-0.006609,-972.812256,1531.790771,173.137115
974,0,0.012246,0.009086,-0.006516,-973.013000,1536.677246,172.964783
975,0,0.010614,0.012073,-0.006480,-972.680359,1541.750122,173.263931
976,0,0.009462,0.014202,-0.005734,-972.433594,1546.984131,173.357315
977,0,0.010368,0.011828,-0.004796,-972.575256,1551.906250,173.223862
978,0,0.011963,0.012191,-0.004756,-972.469116,1556.886841,173.158417
979,0,0.009639,0.012170,-0.004567,-972.445251,1562.238403,173.296402
980,0,0.009710,0.011702,-0.004278,-972.505798,1567.338379,173.378387
981,0,0.010740,0.012460,-0.004212,-972.378235,1572.335815,173.300232
982,0,0.010525,0.009993,-0.004589,-972.601868,1577.576172,173.314163
983,0,0.009438,0.011424,-0.004317,-972.569397,1582.777588,173.440613
984,0,0.011349,0.010733,-0.004980,-972.693237,1587.754395,173.385727
985,0,0.009589,0.010538,-0.005461,-972.661133,1592.995605,173.579712
986,0,0.008861,0.012633,-0.005935,-972.548218,1598.182007,173.555496
987,0,0.010147,0.010783,-0.006753,-972.738342,1603.158813,173.605179
988,0,0.010162,0.012237,-0.007791,-972.662231,1608.284180,173.599182
989,0,0.009399,0.012465,-0.008427,-972.697388,1613.400024,173.710037
990,0,0.009806,0.010306,-0.009220,-972.981201,1618.455444,173.726700
991,0,0.009972,0.011823,-0.010565,-972.906372,1623.539185,173.719238
992,0,0.009574,0.009381,-0.011319,-973.201782,1628.649536,173.725281
993,0,0.010466,0.011367,-0.012087,-973.165833,1633.618530,173.798111
994,0,0.010845,0.010389,-0.013372,-973.267395,1638.629395,173.796570
995,0,0.008731,0.009917,-0.014319,-973.333130,1643.847168,173.882935
996,0,0.009310,0.010767,-0.015254,-973.393738,1648.914429,173.957275
997,0,0.011930,0.009165,-0.016013,-973.493469,1653.686890,173.803680
998,0,0.010211,0.009728,-0.016382,-973.375671,1658.903442,174.017914
999,0,0.010206,0.010348,-0.016439,-973.288452,1663.942261,173.934952
1000,0,0.012642,0.008971,-0.016369,-973.313049,1668.748901,173.953476
1001,0,0.011256,0.008783,-0.016360,-973.275940,1673.905762,173.928467
1002,0,0.013646,0.009466,-0.016317,-973.265198,1678.693848,173.697464
1003,0,0.015864,0.009706,-0.015810,-973.162842,1683.475220,173.636368
1004,0,0.013526,0.009596,-0.015642,-973.092651,1688.746216,173.681091
1005,0,0.011405,0.007929,-0.015445,-973.182434,1693.980835,174.066452
1006,0,0.012269,0.009772,-0.015042,-973.008972,1698.998291,174.133408
1007,0,0.012692,0.009216,-0.014907,-972.862793,1704.079224,174.027924
1008,0,0.010014,0.008207,-0.015040,-972.929077,1709.497681,174.232330
1009,0,0.011435,0.009402,-0.014809,-972.808533,1714.598145,174.246078
1010,0,0.013367,0.008388,-0.014978,-972.763916,1719.496704,174.151901
1011,0,0.011124,0.008276,-0.015012,-972.707825,1724.901978,174.267471
1012,0,0.011875,0.009506,-0.014774,-972.583984,1729.987915,174.147720
1013,0,0.013780,0.009683,-0.014642,-972.465576,1734.888062,174.240509
1014,0,0.011789,0.010763,-0.014207,-972.258972,1740.206421,174.269791
1015,0,0.010738,0.010232,-0.013679,-972.251404,1745.372437,174.395508
1016,0,0.013423,0.010974,-0.012788,-972.047180,1750.145630,174.306656
1017,0,0.012408,0.011175,-0.012162,-971.881470,1755.243286,174.340286
1018,0,0.010774,0.010010,-0.011295,-971.860352,1760.379883,174.490952
1019,0,0.012563,0.011834,-0.010839,-971.678345,1765.064697,174.484467
1020,0,0.012996,0.011001,-0.010070,-971.541077,1769.803223,174.442947
1021,0,0.010482,0.010138,-0.008985,-971.438293,1774.871582,174.575928
1022,0,0.011735,0.010832,-0.007764,-971.327393,1779.535034,174.490112
1023,0,0.014201,0.008985,-0.007029,-971.345215,1783.948486,174.397614
1024,0,0.012563,0.010638,-0.006596,-971.079712,1788.870605,174.571411
1025,0,0.012014,0.009047,-0.005974,-971.155518,1793.614380,174.526962
1026,0,0.012474,0.009165,-0.005127,-971.084167,1798.141724,174.643875
1027,0,0.011052,0.011500,-0.004309,-970.678772,1802.864136,174.896835
1028,0,0.010872,0.011347,-0.003161,-970.553589,1807.359253,174.866898
1029,0,0.012390,0.010407,-0.001990,-970.572510,1811.595215,174.771408
1030,0,0.011730,0.011408,-0.000773,-970.401611,1816.134155,174.899506
1031,0,0.010988,0.010298,-0.000557,-970.343262,1820.599243,174.869858
1032,0,0.011744,0.010122,0.000649,-970.254211,1824.824341,174.970810
1033,0,0.011919,0.010790,0.001157,-970.179688,1829.142090,174.901764
1034,0,0.012117,0.009414,0.001142,-970.289368,1833.391724,174.974243
1035,0,0.012289,0.008345,0.001110,-970.258545,1837.468994,174.909439
1036,0,0.011579,0.009130,0.000766,-970.220398,1841.679565,175.040604
1037,0,0.010905,0.008692,-0.000251,-970.303589,1845.614136,175.044815
1038,0,0.011270,0.008345,-0.001959,-970.424805,1849.092896,175.179688
1039,0,0.011854,0.008533,-0.002575,-970.462585,1852.144775,175.182388
1040,0,0.011654,0.009469,-0.002839,-970.387451,1855.132202,175.207672
1041,0,0.012166,0.008765,-0.003411,-970.491516,1857.931641,175.176865
1042,0,0.012870,0.008831,-0.005050,-970.573425,1860.342041,175.195679
1043,0,0.012827,0.009058,-0.006541,-970.660706,1862.533081,175.185257
1044,0,0.011927,0.009441,-0.007503,-970.729492,1864.635498,175.219482
1045,0,0.012256,0.009850,-0.009092,-970.845764,1866.420654,175.207169
1046,0,0.012433,0.009509,-0.011392,-971.114685,1867.925781,175.224625
1047,0,0.013267,0.008686,-0.014400,-971.441406,1869.295898,175.164322
1048,0,0.013261,0.008643,-0.017803,-971.807556,1870.603027,175.179153
1049,0,0.013191,0.008921,-0.021943,-972.239746,1871.757080,175.156189
1050,0,0.013486,0.008302,-0.026130,-972.722107,1872.776611,175.189697
1051,0,0.013267,0.009037,-0.030909,-973.244873,1873.638184,175.204803
1052,0,0.012962,0.009353,-0.035983,-973.854858,1874.360718,175.223969
1053,0,0.012740,0.009320,-0.041358,-974.498108,1874.938843,175.250809
1054,0,0.012574,0.009446,-0.047096,-975.170654,1875.357910,175.244965
1055,0,0.012674,0.009190,-0.052863,-975.901001,1875.673706,175.221237
1056,0,0.012575,0.009195,-0.058501,-976.640564,1875.852905,175.240616
1057,0,0.012952,0.008631,-0.064834,-977.465088,1875.867065,175.203568
1058,0,0.012725,0.008218,-0.071190,-978.239075,1875.809448,175.222717
1059,0,0.013494,0.008030,-0.078094,-979.066895,1875.701904,175.235336
1060,0,0.014693,0.007716,-0.086069,-979.954407,1875.603760,175.199112
1061,0,0.014674,0.007013,-0.094516,-980.894653,1875.674194,175.181946
1062,0,0.014697,0.007045,-0.102673,-981.896912,1875.742188,175.177444
1063,0,0.014869,0.007028,-0.110964,-982.924622,1875.908691,175.167404
1064,0,0.014216,0.006851,-0.118848,-983.867615,1876.188721,175.232620
1065,0,0.014063,0.006738,-0.126795,-984.855774,1876.476685,175.233154
1066,0,0.013654,0.006948,-0.135152,-985.876160,1876.838867,175.284149
1067,0,0.014514,0.006779,-0.143935,-986.931458,1877.154663,175.248306
1068,0,0.014700,0.006778,-0.152973,-987.962769,1877.539795,175.255096
1069,0,0.014371,0.006416,-0.162637,-989.074585,1877.988647,175.286713
1070,0,0.014699,0.006524,-0.172497,-990.252747,1878.453003,175.249527
1071,0,0.013864,0.005897,-0.181899,-991.467651,1878.987549,175.292679
1072,0,0.013361,0.006509,-0.192758,-992.716858,1879.549927,175.332718
1073,0,0.013048,0.006882,-0.203617,-993.971863,1880.169556,175.330917
1074,0,0.013003,0.008005,-0.214697,-995.256958,1880.784302,175.351669
1075,0,0.012440,0.008569,-0.226046,-996.584534,1881.526367,175.382935
1076,0,0.012424,0.008200,-0.237169,-997.879639,1882.204712,175.431152
1077,0,0.012502,0.008777,-0.249212,-999.155212,1882.899536,175.454361
1078,0,0.012477,0.008653,-0.261064,-1000.463989,1883.586182,175.485489
1079,0,0.012669,0.009020,-0.273295,-1001.846436,1884.295776,175.491776
1080,0,0.013010,0.009001,-0.285066,-1003.211365,1885.041870,175.480698
1081,0,0.013109,0.009108,-0.297890,-1004.642578,1885.817505,175.479446
1082,0,0.013024,0.009013,-0.310307,-1006.070618,1886.639160,175.484970
1083,0,0.012738,0.009068,-0.322659,-1007.488953,1887.540894,175.505066
1084,0,0.012227,0.009207,-0.335449,-1008.889221,1888.489502,175.542267
1085,0,0.012078,0.008962,-0.348186,-1010.286926,1889.468262,175.581955
1086,0,0.012097,0.009298,-0.361174,-1011.696228,1890.410889,175.594467
1087,0,0.012089,0.009511,-0.374863,-1013.136597,1891.377197,175.628998
1088,0,0.011534,0.009335,-0.387785,-1014.487244,1892.338257,175.678238
1089,0,0.013337,0.009611,-0.401123,-1015.926575,1893.292847,175.588669
1090,0,0.013064,0.008936,-0.413970,-1017.318237,1894.271973,175.614212
1091,0,0.013126,0.009673,-0.427178,-1018.653259,1895.258301,175.626678
1092,0,0.012716,0.010197,-0.440528,-1020.034912,1896.288696,175.627441
1093,0,0.011971,0.009431,-0.453236,-1021.353943,1897.390503,175.658676
1094,0,0.012636,0.009198,-0.466719,-1022.735229,1898.487793,175.603989
1095,0,0.012763,0.008720,-0.480218,-1024.088623,1899.604736,175.569778
1096,0,0.012866,0.008040,-0.493477,-1025.400513,1900.729004,175.518433
1097,0,0.013136,0.007711,-0.506670,-1026.692993,1901.926880,175.515640
1098,0,0.012239,0.007994,-0.519628,-1027.954834,1903.132935,175.595245
1099,0,0.012313,0.007801,-0.532094,-1029.118286,1904.323853,175.608353
1100,0,0.011899,0.008241,-0.545148,-1030.305176,1905.548706,175.656555
1101,0,0.011601,0.008045,-0.557680,-1031.436646,1906.807373,175.685654
1102,0,0.011656,0.007871,-0.570365,-1032.595093,1908.072144,175.671478
1103,0,0.011640,0.007933,-0.583143,-1033.746582,1909.343384,175.722260
1104,0,0.012001,0.007604,-0.596339,-1034.813843,1910.624878,175.711243
1105,0,0.011646,0.007835,-0.608968,-1035.820923,1911.924072,175.766891
1106,0,0.010998,0.008052,-0.621430,-1036.858521,1913.217163,175.853836
1107,0,0.011217,0.008627,-0.633964,-1037.821167,1914.515015,175.873672
1108,0,0.010466,0.009001,-0.646231,-1038.779053,1915.794067,175.918869
1109,0,0.010373,0.009495,-0.658440,-1039.685425,1917.110718,175.955933
1110,0,0.009987,0.009671,-0.670628,-1040.606812,1918.478516,175.976852
1111,0,0.009381,0.010327,-0.682750,-1041.503052,1919.786743,176.037323
1112,0,0.010312,0.010570,-0.695642,-1042.475952,1921.058594,175.988159
1113,0,0.010950,0.010898,-0.708498,-1043.424194,1922.332153,175.967438
1114,0,0.011109,0.011001,-0.721482,-1044.399658,1923.640991,176.007294
1115,0,0.011610,0.010789,-0.734421,-1045.400391,1924.952759,175.961121
1116,0,0.011424,0.011011,-0.746561,-1046.330078,1926.262207,175.978668
1117,0,0.011078,0.011309,-0.759048,-1047.282715,1927.582397,175.984253
1118,0,0.010874,0.010545,-0.771836,-1048.137451,1929.033203,176.009827
1119,0,0.010293,0.010934,-0.784322,-1049.021606,1930.436646,176.023132
1120,0,0.010589,0.010548,-0.796714,-1049.868164,1931.853394,175.999588
1121,0,0.010625,0.010530,-0.809474,-1050.736816,1933.275757,175.998306
1122,0,0.010411,0.010571,-0.822824,-1051.630493,1934.730347,176.048920
1123,0,0.010775,0.010037,-0.835726,-1052.472412,1936.159546,176.052322
1124,0,0.010965,0.010515,-0.848970,-1053.314331,1937.638794,176.048920
1125,0,0.011104,0.009958,-0.861363,-1054.166870,1939.043701,176.030258
1126,0,0.010777,0.009565,-0.874691,-1055.018066,1940.550781,176.016739
1127,0,0.010723,0.009976,-0.887389,-1055.748779,1942.036255,176.044922
1128,0,0.010363,0.010111,-0.899701,-1056.430176,1943.491333,176.024124
1129,0,0.010085,0.010686,-0.912758,-1057.089600,1945.061523,176.078400
1130,0,0.010080,0.010689,-0.925098,-1057.683472,1946.560303,176.069580
1131,0,0.010010,0.011011,-0.938067,-1058.282959,1948.146729,176.103271
1132,0,0.010097,0.010880,-0.950580,-1058.823242,1949.714722,176.102417
1133,0,0.009858,0.010435,-0.962868,-1059.330200,1951.305054,176.111542
1134,0,0.009783,0.010329,-0.975365,-1059.811401,1952.891235,176.134293
1135,0,0.009969,0.010509,-0.987699,-1060.332520,1954.436035,176.094482
1136,0,0.009767,0.010466,-0.999075,-1060.705688,1955.913452,176.113861
1137,0,0.009696,0.010970,-1.010141,-1060.994141,1957.356689,176.182663
1138,0,0.009864,0.011171,-1.020565,-1061.241089,1958.731934,176.208435
1139,0,0.009584,0.011791,-1.031233,-1061.491699,1960.113037,176.305054
1140,0,0.010087,0.011590,-1.042014,-1061.704468,1961.462158,176.317978
1141,0,0.009826,0.011480,-1.052393,-1061.889893,1962.781250,176.331955
1142,0,0.009780,0.011238,-1.062555,-1062.190796,1964.098633,176.324478
1143,0,0.010062,0.010666,-1.072638,-1062.411865,1965.453247,176.322250
1144,0,0.010046,0.009956,-1.081674,-1062.616821,1966.748779,176.313034
1145,0,0.010093,0.009994,-1.091945,-1062.778931,1968.093628,176.308929
1146,0,0.009153,0.010376,-1.101382,-1062.884766,1969.390259,176.340958
1147,0,0.008795,0.010521,-1.110914,-1062.904663,1970.746826,176.349640
1148,0,0.007303,0.010976,-1.119591,-1062.850586,1972.043701,176.448685
1149,0,0.007146,0.010823,-1.128480,-1062.794800,1973.399170,176.486267
1150,0,0.007186,0.010949,-1.137601,-1062.698486,1974.702759,176.522964
1151,0,0.007350,0.010677,-1.146652,-1062.598877,1975.969604,176.500671
1152,0,0.007531,0.009988,-1.154627,-1062.521851,1977.121582,176.490265
1153,0,0.006688,0.010535,-1.164003,-1062.472534,1978.345459,176.551987
1154,0,0.007188,0.010041,-1.172467,-1062.420776,1979.545776,176.546722
1155,0,0.007022,0.009344,-1.180839,-1062.370361,1980.753784,176.516983
1156,0,0.006796,0.009545,-1.189595,-1062.238281,1981.981201,176.537155
1157,0,0.006717,0.009730,-1.198114,-1062.054810,1983.213013,176.521667
1158,0,0.006073,0.008900,-1.206033,-1061.799316,1984.480713,176.500626
1159,0,0.006414,0.008817,-1.214513,-1061.549072,1985.788818,176.477280
1160,0,0.006659,0.008101,-1.222595,-1061.309082,1987.022827,176.408371
1161,0,0.006914,0.007868,-1.230213,-1061.017212,1988.176880,176.408646
1162,0,0.007312,0.007730,-1.238220,-1060.711060,1989.310425,176.376556
1163,0,0.007424,0.007577,-1.246374,-1060.375488,1990.452271,176.383057
1164,0,0.007364,0.007639,-1.254187,-1060.032227,1991.592773,176.399384
1165,0,0.007423,0.007217,-1.261514,-1059.675903,1992.697998,176.375214
1166,0,0.007138,0.007101,-1.268946,-1059.297485,1993.842163,176.379440
1167,0,0.006774,0.007080,-1.276365,-1058.913452,1994.952026,176.380310
1168,0,0.006777,0.007139,-1.283519,-1058.515259,1996.061646,176.377731
1169,0,0.006701,0.006834,-1.290391,-1058.132202,1997.123413,176.359024
1170,0,0.006831,0.007408,-1.297508,-1057.740967,1998.161987,176.366562
1171,0,0.006725,0.007586,-1.304449,-1057.390869,1999.157471,176.406967
1172,0,0.006987,0.008294,-1.311243,-1057.017944,2000.072998,176.477203
1173,0,0.006915,0.008567,-1.317428,-1056.622803,2000.936035,176.529205
1174,0,0.006999,0.008804,-1.323665,-1056.245483,2001.776733,176.519394
